prNumber,Util,APM,Network,DB,Error.Handling,Logging,Lang,Data.Structure,i18n,Setup,Logic,IO,UI,Parser,Event.Handling,App,GIS,Multimedia,CG,corpus
1779,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves: #1411 resolves: #1772resolves: #1773resolves: #1775resolves: #1776resolves: #1777resolves: #1778most of the recently requested changes to ux for the spectral brush dialog<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1411  resolves: #1772 resolves: #1773 resolves: #1775 resolves: #1776 resolves: #1777 resolves: #1778  most of the recently requested changes to ux for the spectral brush dialog  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1779,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,resolves: #1411 resolves: #1772resolves: #1773resolves: #1775resolves: #1776resolves: #1777resolves: #1778most of the recently requested changes to ux for the spectral brush dialog<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1411  resolves: #1772 resolves: #1773 resolves: #1775 resolves: #1776 resolves: #1777 resolves: #1778  most of the recently requested changes to ux for the spectral brush dialog  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1779,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves: #1411 resolves: #1772resolves: #1773resolves: #1775resolves: #1776resolves: #1777resolves: #1778most of the recently requested changes to ux for the spectral brush dialog<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1411  resolves: #1772 resolves: #1773 resolves: #1775 resolves: #1776 resolves: #1777 resolves: #1778  most of the recently requested changes to ux for the spectral brush dialog  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1779,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,resolves: #1411 resolves: #1772resolves: #1773resolves: #1775resolves: #1776resolves: #1777resolves: #1778most of the recently requested changes to ux for the spectral brush dialog<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1411  resolves: #1772 resolves: #1773 resolves: #1775 resolves: #1776 resolves: #1777 resolves: #1778  most of the recently requested changes to ux for the spectral brush dialog  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1779,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves: #1411 resolves: #1772resolves: #1773resolves: #1775resolves: #1776resolves: #1777resolves: #1778most of the recently requested changes to ux for the spectral brush dialog<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1411  resolves: #1772 resolves: #1773 resolves: #1775 resolves: #1776 resolves: #1777 resolves: #1778  most of the recently requested changes to ux for the spectral brush dialog  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1779,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves: #1411 resolves: #1772resolves: #1773resolves: #1775resolves: #1776resolves: #1777resolves: #1778most of the recently requested changes to ux for the spectral brush dialog<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1411  resolves: #1772 resolves: #1773 resolves: #1775 resolves: #1776 resolves: #1777 resolves: #1778  most of the recently requested changes to ux for the spectral brush dialog  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1793,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,resolves: #1651 also fixes wrong name assigned to a clip when recording to a new track- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1651   also fixes wrong name assigned to a clip when recording to a new track.  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1793,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,resolves: #1651 also fixes wrong name assigned to a clip when recording to a new track- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1651   also fixes wrong name assigned to a clip when recording to a new track.  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1799,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,this change ensures that page size will be 64k even if system sqlite3 was used (mostly relevant for linux)resolves: #1459<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  this change ensures that page size will be 64k even if system sqlite3 was used (mostly relevant for linux)  resolves: #1459  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1799,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,this change ensures that page size will be 64k even if system sqlite3 was used (mostly relevant for linux)resolves: #1459<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  this change ensures that page size will be 64k even if system sqlite3 was used (mostly relevant for linux)  resolves: #1459  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1802,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,resolves: #1460this pr introduces a different approach to estimating the sampleblock size on disk it does not account for the sqlite3 internal structures size so well but the difference is relatively negligible we use this estimation to decide if we need to compact the database on disk as we do not allow database vacuuming (for performance reasons?) the performance of the heuristic can be further improved as `used_blocks`/`total_blocks` should work just fine however this would require more changes to the code`projectfileio::gettotalusage()` and `projectfileio::getcurrentusage()` are also used in now disabled compaction dialog however using `gettotalusage()` was probably not the idea anyway (because it never accounted for the project and autosave tables) `getcurrentusage()` still gives a very good estimate of how much disk space is used<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1460  this pr introduces a different approach to estimating the sampleblock size on disk. it does not account for the sqlite3 internal structures size so well  but the difference is relatively negligible.   we use this estimation to decide if we need to compact the database on disk  as we do not allow database vacuuming (for performance reasons?). the performance of the heuristic can be further improved  as  used_blocks / total_blocks  should work just fine. however  this would require more changes to the code.   projectfileio::gettotalusage()  and  projectfileio::getcurrentusage()  are also used in now disabled compaction dialog. however using  gettotalusage()  was probably not the idea anyway (because it never accounted for the project and autosave tables).  getcurrentusage()  still gives a very good estimate of how much disk space is used.  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1802,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves: #1460this pr introduces a different approach to estimating the sampleblock size on disk it does not account for the sqlite3 internal structures size so well but the difference is relatively negligible we use this estimation to decide if we need to compact the database on disk as we do not allow database vacuuming (for performance reasons?) the performance of the heuristic can be further improved as `used_blocks`/`total_blocks` should work just fine however this would require more changes to the code`projectfileio::gettotalusage()` and `projectfileio::getcurrentusage()` are also used in now disabled compaction dialog however using `gettotalusage()` was probably not the idea anyway (because it never accounted for the project and autosave tables) `getcurrentusage()` still gives a very good estimate of how much disk space is used<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1460  this pr introduces a different approach to estimating the sampleblock size on disk. it does not account for the sqlite3 internal structures size so well  but the difference is relatively negligible.   we use this estimation to decide if we need to compact the database on disk  as we do not allow database vacuuming (for performance reasons?). the performance of the heuristic can be further improved  as  used_blocks / total_blocks  should work just fine. however  this would require more changes to the code.   projectfileio::gettotalusage()  and  projectfileio::getcurrentusage()  are also used in now disabled compaction dialog. however using  gettotalusage()  was probably not the idea anyway (because it never accounted for the project and autosave tables).  getcurrentusage()  still gives a very good estimate of how much disk space is used.  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1808,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,resolves: #1704 start looping play then adjust the bounds of the selection -- the looping play will respond to those changes!<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1704   start looping play  then adjust the bounds of the selection -- the looping play will respond to those changes!  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1808,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,resolves: #1704 start looping play then adjust the bounds of the selection -- the looping play will respond to those changes!<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1704   start looping play  then adjust the bounds of the selection -- the looping play will respond to those changes!  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1816,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,resolves: #1157 extract a library for the theme system<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1157   extract a library for the theme system  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1816,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves: #1157 extract a library for the theme system<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1157   extract a library for the theme system  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1832,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,resolves: #1698- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1698  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1832,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,resolves: #1698- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1698  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1836,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,resolves: #1825change default settings for scale type to mel top of scale to 20000 hz window size to 1024 and zero padding to 2also cleaning up a lot of preference usage in spectrogram settings to avoid repetition of literals for paths and defaults<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1825  change default settings for scale type to mel  top of scale to 20000 hz  window size to 1024  and zero padding to 2.  also cleaning up a lot of preference usage in spectrogram settings to avoid repetition of literals for paths and defaults.  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1836,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,resolves: #1825change default settings for scale type to mel top of scale to 20000 hz window size to 1024 and zero padding to 2also cleaning up a lot of preference usage in spectrogram settings to avoid repetition of literals for paths and defaults<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1825  change default settings for scale type to mel  top of scale to 20000 hz  window size to 1024  and zero padding to 2.  also cleaning up a lot of preference usage in spectrogram settings to avoid repetition of literals for paths and defaults.  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1840,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,resolves: #1759 - [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1759   - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1840,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,resolves: #1759 - [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1759   - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1841,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,resolves: #1813the "whats new" section will be shown only if `show_whats_new_section` is passedthe update dialog is populated dynamically from the `latestxml` contents<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1813  the  what s new  section will be shown only if  show_whats_new_section  is passed.  the update dialog is populated dynamically from the  latest.xml  contents.  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1841,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,resolves: #1813the "whats new" section will be shown only if `show_whats_new_section` is passedthe update dialog is populated dynamically from the `latestxml` contents<!-- use "x" to fill the checkboxes below like [x] -->- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1813  the  what s new  section will be shown only if  show_whats_new_section  is passed.  the update dialog is populated dynamically from the  latest.xml  contents.  <!-- use  x  to fill the checkboxes below like [x] -->  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1843,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,resolves: #1803 make the shortcut key for multi-tool again f6 as in 303 and "forever" before that- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1803   make the shortcut key for multi-tool again f6  as in 3.0.3 and  forever  before that.  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
1843,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,resolves: #1803 make the shortcut key for multi-tool again f6 as in 303 and "forever" before that- [x] i signed [cla](https://wwwaudacityteamorg/cla/)- [x] the title of the pull request describes an issue it addresses- [x] if changes are extensive then there is a sequence of easily reviewable commits- [x] each commits message describes its purpose and effects- [x] there are no behavior changes unnecessary for the stated purpose of the prrecommended:- [x] each commit compiles and runs on my machine without known undesirable changes of behavior  resolves: #1803   make the shortcut key for multi-tool again f6  as in 3.0.3 and  forever  before that.  - [x] i signed [cla](https://www.audacityteam.org/cla/) - [x] the title of the pull request describes an issue it addresses - [x] if changes are extensive  then there is a sequence of easily reviewable commits - [x] each commit s message describes its purpose and effects - [x] there are no behavior changes unnecessary for the stated purpose of the pr  recommended: - [x] each commit compiles and runs on my machine without known undesirable changes of behavior
