prNumber,Util,NLP,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,Multimedia,corpus
rmca-HX99743,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,   trouble summary there is currently an issue when sending a payload to rmca containing invalid json resulting in a stack trace. rmca needs to prevent this stack trace from happening.  see:  . detailed trouble description when sending the attached malformed json request the attached response is given. this will most likely hold true for any rest endpoint and method where we convert json. . workaround and recovery invalid json should generate a bad request (400) stating that the syntax of the json was invalid. there must not be any stack trace in the response.
rmca-HX99751,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,   trouble summary there is currently an issue when sending a payload to rmca that causes a null pointer exception resulting in a stack trace. rmca needs to prevent this stack trace from being sent in the response.  see:  . detailed trouble description when sending the attached malformed json request the attached response is given. this will most likely hold true for any rest endpoint and method where we convert json. . workaround and recovery a nullpointerexception means it is ok to respond with 500 as it is an internal error  however there must not be any stack trace in the response.
rmca-HY12839,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary error when opening an empty migrated contract/customer spec . detailed trouble description i get below error when trying to open an empty migrated contract/customer spec from cpm    i get the same error when trying to create a new spec.  [root@rmca1-it-ocs-03 admin]# rpm -qai | grep rmca name        : rmca source rpm  : rmca-24.61.1-1.src.rpm   . workaround and recovery
rmca-HY15484,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,   trouble summary cha will remove version 3 of the cha capabilities service and it will be replaced with version 4. . detailed trouble description rmca needs to step the version of cha capabilities in the serviceregistryconsumerserviceimpl to 4. it will also require rmca to update simulators to fit with the new version. . workaround and recovery n/a
rmca-HY16097,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary its possible to save a entity (e.g cfss) which is related to an unexisting entity (e.g rfss)   . detailed trouble description steps to reproduce for cfss: 1 - create an rfss and save it  keep it in a separate tab in the browser 2 - open another browser tab 3 - create a new cfss and add a relation with the rfss created on step 1  but does not save it 4 - go back to the tab from step 1  and then delete the rfss 5 - go back to the tab from step 3 and click to save the cfss obtained result: its possible to save the cfss which has an invalid relation. it generates an console error ( attached image) and its not possible to access the created cfss anymore. the same error could also be seen in ps and rfss for example. . workaround and recovery
rmca-HY16331,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary duplicating a common nes with a rule and saving will not update the rmrefs for the conditions in the xml rule with the new nes id  but will instead point to the original common nes.   . detailed trouble description 1. create a common nes and configure a rule. 2. publish the common nes. 3. duplicate the common nes and click save. 4. go to browse and find the las related to the duplicated nes. 5. notice how the rmrefs for the conditions are pointing to the original common nes.   . workaround and recovery deleting the rule and recreating it will create rmrefs with correct ids.
rmca-HY16823,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,   we got a late answer from cha that the rule model can not be read on their side.   . replace the setdatamodifier with  setnesparametermodifier   . workaround and recovery n/a
rmca-HY16864,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,   trouble summary grace_period_for_contract_termination  used in contract specs  was decided to be treated as a custom purpose during implementation of ft34-90:3. this was a mistake  as cpm needs it to be available through the rmca cdac. see attached mail conversation for details. . detailed trouble description characteristics containing this purpose do not need to be written for new contract specifications created in rmca  but migration of the contract spec from cpm should treat this as a system-defined purpose  not as a custom one. the purpose must be available through the rmca cdac. . workaround and recovery n/a
rmca-HY17256,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,   trouble summary common nes enrichment rule uses wrong names for the property elements in the setnesparametermodifier action.   . detailed trouble description the enrichment rule uses the names: source and target for setnesparametermodifier which causes an exception in charging when the rule is run. for this modifier type  the property names should be nesparameter and value.   . workaround and recovery
rmca-HY17547,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,   trouble summary when duplicating a ps  its etds are not duplicated alongside it  meaning that the new ps will point to the same etds as the prior ps did. . detailed trouble description the re-usable component of rules should not be the etd  but the pops/las. as such  when duplicating a ps  any connected etds shall also be duplicated  while still pointing to the same pops/las as the prior ps.  to see the problem in action: 1. create a ps and connect a refill rule to it 2. activate the ps 3. duplicate the ps 4. disconnect the refill rule  notice that this results in a failure  since the disconnect correctly attempts to clean up the etd  but fails to do so. note that this logic itself should not change by  for instance  implementing a fallback where this action disconnects the etd if it is active rather than deleting it  but rather that the ps should not be re-using any etd in the first place. . workaround and recovery re-creating the ps instead of duplicating it circumvents this problem  since new etds are then created when connecting/creating rules on the new ps.
rmca-HY17608,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,   trouble summary rmca continously logs that an alarm has been ceased even though it might never have been raised or it has already been ceased. since we have scheduled reads for cha and ntf data every minute this is spamming the karaf log. the logs would make you believe that an alarm is constantly raised and ceased.  example: 2019-12-10t11 05.068+0100 | info  | pool-35-thread-1 | c.e.b.r.o.f.i.alarmserviceimpl   | ces.fm.internal.alarmserviceimpl  144 | 191 - com.ericsson.bss.rmca.oamservices.fm - 24.59.6 | ceased alarm com/ericsson/bss/rmca/dataaccess/cha/rest_service_unavailable: alarm ceased: cha rest service unavailable. unable to get charging services . detailed trouble description the alarmserviceimpl#cease method is unconditionally called when e.g. a successful request has been made to cha or ntf  regardless of whether there is an alarm raised in msv. that method logs that an alarm is being ceased even though the decision whether or not to send a cease to msv is determined later in execution. it makes more sense to log it if we actually cease an alarm in msv. . workaround and recovery n/a
rmca-HY21878,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,   trouble summary rest import/export implementation only catches processingexceptions and ioexceptions to pass on to the generic exception-handling. this implementation should instead pass on all exceptions to the exception-handling methods. . detailed trouble description fault exists in restexportimpl.java. while it makes use of the generic exception-handling  only processingexceptions and ioexceptions are actually caught. . workaround and recovery n/a
rmca-HY22981,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,   trouble summary the bucketprioritylist is not correctly cleaned when billingaccountspecification is deactivated. . detailed trouble description the solution from test system was tailor made for each priority list and bas as not versioned at the time.  1. create/active/lock a bas with one babs 2. create/activate a new version with two babs 3. deactivate the bas: now last active priority list version contains two babs  but last bas version only contains one.   . workaround and recovery during deactivate the clean up task must ensure a correct active versions of the priority list is created. also the previous versions must be kept as a draft.
rmca-HY23252,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,   trouble summary the buckettag list page is missing the new version indicator.   . detailed trouble description 1. create a bt 2. save & publish 3. create a new version 4. save the new version 5. navigate to bucket tags list page 6. observe that there is no indication of a new version (draft) . workaround and recovery
rmca-HY24150,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary notification should be optional for contract/customer spec . detailed trouble description at creation of customer/contract spec in rmca you can configure a notification to be sent at activation/deactivation. its mandatory to specify a notification but it should be optional instead if a notitication should be sent or not.     input from axel nauclér  characteristics relating to the sending of end-user notifications in contract and customer specifications have mincardinality=1  but should have mincardinality=0. likewise  specifying a notification for these characteristics in the contract/customer spec gui should be optional.  the following characteristic purposes are affected by this: contract specification:  contract_activation_notification_id contract_deactivation_notification_id customer specification:  active_period_expired_notification_id these characteristics should have mincardinality=0  and not enforce setting a value in the rmca gui. note that the way notifications are handled in contract/customer specs changed with the introduction of bsuc ft6-90  and these characteristics are only applicable before the delivery of ft6-90 or when the ft6-90 function control is inactive.  ft6-90 was delivered in rmca tgd 2002  and its fc has number: c0000153 . workaround and recovery
rmca-HY24973,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,    trouble summary  relative sharing limit buckets are available in the rmca-gui to be added to an aggregate policy counter but causes a system error when saved.   . detailed trouble description  relative sharing limit buckets were introduced in 3d-16  these should not be allowed to be added to an aggregate policy counter. however any published product bucket specification for a relative sharing limit it will be available for you to add to an aggregate policy counter spec. when you add it and try to save the specification a system error will be returned:  system error aggregate policy counter (npc) changes have not been saved  the specification will then no longer be accessible  and returning a network error when you try to access it.   . workaround and recovery  product bucket specifications for relative sharing limits should not be available to be added to an aggregate policy counter.
rmca-HY26736,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary not possible to update sharing configuration with new sharing limits. . detailed trouble description bds exist  sharing data pbs. provider ps contains the pbs. adding a sharing limit in new version of bds. when trying to add limit pbs (common and individual) to ps  validation fails with following error:  3002 validation_error_structural_model versions/[0]/relationsto/[1]/ relation to sharing_limit is not allowed . workaround and recovery
rmca-HY26947,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,   trouble summary a sharing limit product bucket specifications containing shadow value containers should not be allowed to added to an aggregate policy counter. . detailed trouble description its possible to add a sharing limit bucket with a  max and shadow value containers to an aggregate policy counter  this should not be allowed. any sharing limit spec with separated based on source selected should not be allowed to be added to the aggregate policy counter spec.   . workaround and recovery a sharing limit with a fixed or a relative max limit containing shadow value containers should not be allowed to be added to an aggregate policy counter.
rmca-HY27042,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary circular dependency for provider/consumer po . detailed trouble description i created and activated a provider and consumer po. (see enclosed files). then i deactivated the consumer po and added the provider po with relation optional for        i got circular dependancy since they are referring to each other...      then when i open the provider or consumer po they have crashed and i cant delete the pos or undo my changes...     i get following exception in rmca_karaf.log...  2020-02-15t11 40.071+0100 | error | tp962094254-1600 | .r.e.i.t.abstracttransactionimpl | nsaction.abstracttransactionimpl  239 | 180 - com.ericsson.bss.rmca.entitymodificationimpl - 24.64.4 | exception during execution of post task sendtransactionnotificationtask java.lang.illegalargumentexception: circular references found in dependency list  cannot continue!         at com.ericsson.bss.rmca.utilities.entity.dependency.abstractgraphdependencyanalyzer.add(abstractgraphdependencyanalyzer.java:270)         at com.ericsson.bss.rmca.utilities.entity.dependency.abstractgraphdependencyanalyzer.lambda$add$9(abstractgraphdependencyanalyzer.java:293)         at java.util.stream.referencepipeline$3$1.accept(referencepipeline.java:193)         at java.util.arraylist$arraylistspliterator.foreachremaining(arraylist.java:1382)         at java.util.stream.abstractpipeline.copyinto(abstractpipeline.java:482)         at java.util.stream.abstractpipeline.wrapandcopyinto(abstractpipeline.java:472)         at java.util.stream.reduceops$reduceop.evaluatesequential(reduceops.java:708)         at java.util.stream.abstractpipeline.evaluate(abstractpipeline.java:234)         at java.util.stream.referencepipeline.collect(referencepipeline.java:499)         at com.ericsson.bss.rmca.utilities.entity.dependency.abstractgraphdependencyanalyzer.add(abstractgraphdependencyanalyzer.java:295)         at com.ericsson.bss.rmca.utilities.entity.dependency.abstractgraphdependencyanalyzer.lambda$add$9(abstractgraphdependencyanalyzer.java:293)         at java.util.stream.referencepipeline$3$1.accept(referencepipeline.java:193)         at java.util.arraylist$arraylistspliterator.foreachremaining(arraylist.java:1382)         at java.util.stream.abstractpipeline.copyinto(abstractpipeline.java:482)         at java.util.stream.abstractpipeline.wrapandcopyinto(abstractpipeline.java:472)         at java.util.stream.reduceops$reduceop.evaluatesequential(reduceops.java:708)         at java.util.stream.abstractpipeline.evaluate(abstractpipeline.java:234)         at java.util.stream.referencepipeline.collect(referencepipeline.java:499)         at com.ericsson.bss.rmca.utilities.entity.dependency.abstractgraphdependencyanalyzer.add(abstractgraphdependencyanalyzer.java:295)         at com.ericsson.bss.rmca.utilities.entity.dependency.abstractgraphdependencyanalyzer.addtopentity(abstractgraphdependencyanalyzer.java:221)         at com.ericsson.bss.rmca.utilities.entity.dependency.abstractgraphdependencyanalyzer.lambda$getgraphinternal$4(abstractgraphdependencyanalyzer.java:207)         at java.util.collections$singletonlist.foreach(collections.java:4824)         at com.ericsson.bss.rmca.utilities.entity.dependency.abstractgraphdependencyanalyzer.getgraphinternal(abstractgraphdependencyanalyzer.java:207)         at com.ericsson.bss.rmca.utilities.entity.dependency.abstractgraphdependencyanalyzer.getdependencies(abstractgraphdependencyanalyzer.java:123)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.sendtransactionnotificationtask.lambda$getdependencies$3(sendtransactionnotificationtask.java:142)         at java.util.optional.map(optional.java:215)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.sendtransactionnotificationtask.getdependencies(sendtransactionnotificationtask.java:142)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.sendtransactionnotificationtask.getrelatedentities(sendtransactionnotificationtask.java:115)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.sendtransactionnotificationtask.execute(sendtransactionnotificationtask.java:92)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.updatetransactionimpl.executeadditionaltask(updatetransactionimpl.java:305)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.abstracttransactionimpl.runposttasks(abstracttransactionimpl.java:235)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.updatetransactionimpl.internalcommit(updatetransactionimpl.java:274)         at com.ericsson.bss.rmca.entitymodificationimpl.internal.transaction.abstracttransactionimpl.commit(abstracttransactionimpl.java:170)         at com.ericsson.bss.rmca.restserviceimpl.internal.versionedentityrestimplbase.updateversion(versionedentityrestimplbase.java:840)         at com.ericsson.bss.rmca.restserviceimpl.internal.versionedentityrestimplbase.updateversion(versionedentityrestimplbase.java:818)         at com.ericsson.bss.rmca.restserviceimpl.internal.versionedentityrestimplbase.performupdate(versionedentityrestimplbase.java:672)         at com.ericsson.bss.rmca.restserviceimpl.internal.versionedentityrestimplbase.updateentityinternal(versionedentityrestimplbase.java:653)         at com.ericsson.bss.rmca.restserviceimpl.internal.versionedentityrestimplbase.updateentity(versionedentityrestimplbase.java:608)         at com.ericsson.bss.rmca.restserviceimpl.internal.versionedentityrestimplbase.updateentity(versionedentityrestimplbase.java:485)         at com.ericsson.bss.rmca.restserviceimpl.internal.pages.restpageimplbase.update(restpageimplbase.java:726)         at sun.reflect.generatedmethodaccessor127.invoke(unknown source)         at sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:43)         at java.lang.reflect.method.invoke(method.java:498)         at org.glassfish.jersey.server.model.internal.resourcemethodinvocationhandlerfactory$1.invoke(resourcemethodinvocationhandlerfactory.java:81)         at org.glassfish.jersey.server.model.internal.abstractjavaresourcemethoddispatcher$1.run(abstractjavaresourcemethoddispatcher.java:144)         at org.glassfish.jersey.server.model.internal.abstractjavaresourcemethoddispatcher.invoke(abstractjavaresourcemethoddispatcher.java:161)         at org.glassfish.jersey.server.model.internal.javaresourcemethoddispatcherprovider$responseoutinvoker.dodispatch(javaresourcemethoddispatcherprovider.java:160)         at org.glassfish.jersey.server.model.internal.abstractjavaresourcemethoddispatcher.dispatch(abstractjavaresourcemethoddispatcher.java:99)         at org.glassfish.jersey.server.model.resourcemethodinvoker.invoke(resourcemethodinvoker.java:389)         at org.glassfish.jersey.server.model.resourcemethodinvoker.apply(resourcemethodinvoker.java:347)         at org.glassfish.jersey.server.model.resourcemethodinvoker.apply(resourcemethodinvoker.java:102)         at org.glassfish.jersey.server.serverruntime$2.run(serverruntime.java:326)         at org.glassfish.jersey.internal.errors$1.call(errors.java:271)         at org.glassfish.jersey.internal.errors$1.call(errors.java:267)         at org.glassfish.jersey.internal.errors.process(errors.java:315)         at org.glassfish.jersey.internal.errors.process(errors.java:297)         at org.glassfish.jersey.internal.errors.process(errors.java:267)         at org.glassfish.jersey.process.internal.requestscope.runinscope(requestscope.java:317)         at org.glassfish.jersey.server.serverruntime.process(serverruntime.java:305)         at org.glassfish.jersey.server.applicationhandler.handle(applicationhandler.java:1154)         at org.glassfish.jersey.servlet.webcomponent.serviceimpl(webcomponent.java:473)         at org.glassfish.jersey.servlet.webcomponent.service(webcomponent.java:427)         at org.glassfish.jersey.servlet.servletcontainer.service(servletcontainer.java:388)         at org.glassfish.jersey.servlet.servletcontainer.service(servletcontainer.java:341)         at org.glassfish.jersey.servlet.servletcontainer.service(servletcontainer.java:228)         at org.eclipse.jetty.servlet.servletholder.handle(servletholder.java:848)         at org.eclipse.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1772)         at org.eclipse.jetty.websocket.server.websocketupgradefilter.dofilter(websocketupgradefilter.java:205)         at org.eclipse.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1759)         at org.eclipse.jetty.servlet.servlethandler.dohandle(servlethandler.java:582)         at org.ops4j.pax.web.service.jetty.internal.         at org.eclipse.jetty.server.handler.scopedhandler.handle(scopedhandler.java:143)         at org.eclipse.jetty.security.securityhandler.handle(securityhandler.java:548)         at org.eclipse.jetty.server.session.sessionhandler.dohandle(sessionhandler.java:226)         at org.eclipse.jetty.server.handler.contexthandler.dohandle(contexthandler.java:1180)         at org.ops4j.pax.web.service.jetty.internal.         at org.eclipse.jetty.servlet.servlethandler.doscope(servlethandler.java:512)         at org.eclipse.jetty.server.session.sessionhandler.doscope(sessionhandler.java:185)         at org.eclipse.jetty.server.handler.contexthandler.doscope(contexthandler.java:1112)         at org.eclipse.jetty.server.handler.scopedhandler.handle(scopedhandler.java:141)         at org.ops4j.pax.web.service.jetty.internal.jettyserverhandlercollection.handle(jettyserverhandlercollection.java:80)         at org.eclipse.jetty.server.handler.handlerwrapper.handle(handlerwrapper.java:134)         at org.eclipse.jetty.server.server.handle(server.java:534)         at org.eclipse.jetty.server.         at org.eclipse.jetty.server.         at org.eclipse.jetty.io.abstractconnection$readcallback.succeeded(abstractconnection.java:283)         at org.eclipse.jetty.io.fillinterest.fillable(fillinterest.java:108)         at org.eclipse.jetty.io.ssl.sslconnection.onfillable(sslconnection.java:251)         at org.eclipse.jetty.io.abstractconnection$readcallback.succeeded(abstractconnection.java:283)         at org.eclipse.jetty.io.fillinterest.fillable(fillinterest.java:108)         at org.eclipse.jetty.io.selectchannelendpoint$2.run(selectchannelendpoint.java:93)         at org.eclipse.jetty.util.thread.strategy.executeproduceconsume.executeproduceconsume(executeproduceconsume.java:303)         at org.eclipse.jetty.util.thread.strategy.executeproduceconsume.produceconsume(executeproduceconsume.java:148)         at org.eclipse.jetty.util.thread.strategy.executeproduceconsume.run(executeproduceconsume.java:136)         at org.eclipse.jetty.util.thread.queuedthreadpool.runjob(queuedthreadpool.java:671)         at org.eclipse.jetty.util.thread.queuedthreadpool$2.run(queuedthreadpool.java:589)         at java.lang.thread.run(thread.java:748)   even if i  by mistake  managed to create the pos with circular dependency rmca should be able to handle this. . workaround and recovery
rmca-HY28799,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,  1 effect ot [rmca] 2008 : exception recieved when creating rule npc 2 description tr is written on: rmca                  24.64.2         true rmca                  24.64.2  ep02a  true rmca-cus-ui           2.6.2           true rmca-cus-ui           2.6.5           true  i start by creating a rule npc   i define a couple of status values:   then when i press the status reporting-tab i get the following exception in rmca:  2020-02-25t13 56.581+0100 | error | qtp193167695-239 | c.e.b.r.r.b.restexceptionhandler | ceimpl.base.restexceptionhandler  154 | 213 - com.ericsson.bss.rmca.restserviceimpl.base - 24.64.5 | an unexpected exception occurred while processing the request java.lang.nullpointerexception: null         at com.ericsson.bss.rmca.restserviceimpl.restinternal.helpers.abstractruleconverter.renamenestedparentconditions(abstractruleconverter.java:42)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.helpers.networkpolicycounter.networkpolicycounterruleconverter.convertfromrest(networkpolicycounterruleconverter.java:177)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageentities.pages.networkpolicycounter.networkpolicycounterpageconverter.addruleandtabletopage(networkpolicycounterpageconverter.java:897)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageentities.pages.networkpolicycounter.networkpolicycounterpageconverter.converttopage(networkpolicycounterpageconverter.java:186)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageentities.pages.networkpolicycounter.networkpolicycounterpageconverter.converttopage(networkpolicycounterpageconverter.java:139)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageentities.pages.networkpolicycounter.networkpolicycounterpageconverter.converttopage(networkpolicycounterpageconverter.java:99)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageservice.fillpagequeryimpl.fillpageforentity(fillpagequeryimpl.java:176)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageservice.fillpagequeryimpl.execute(fillpagequeryimpl.java:129)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageservice.restpageimpl.createpage(restpageimpl.java:233)         at sun.reflect.generatedmethodaccessor172.invoke(unknown source)         at sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:43)         at java.lang.reflect.method.invoke(method.java:498)         at org.glassfish.jersey.server.model.internal.resourcemethodinvocationhandlerfactory$1.invoke(resourcemethodinvocationhandlerfactory.java:81)         at org.glassfish.jersey.server.model.internal.abstractjavaresourcemethoddispatcher$1.run(abstractjavaresourcemethoddispatcher.java:144)         at org.glassfish.jersey.server.model.internal.abstractjavaresourcemethoddispatcher.invoke(abstractjavaresourcemethoddispatcher.java:161)         at org.glassfish.jersey.server.model.internal.javaresourcemethoddispatcherprovider$responseoutinvoker.dodispatch(javaresourcemethoddispatcherprovider.java:160)         at org.glassfish.jersey.server.model.internal.abstractjavaresourcemethoddispatcher.dispatch(abstractjavaresourcemethoddispatcher.java:99)         at org.glassfish.jersey.server.model.resourcemethodinvoker.invoke(resourcemethodinvoker.java:389)         at org.glassfish.jersey.server.model.resourcemethodinvoker.apply(resourcemethodinvoker.java:347)         at org.glassfish.jersey.server.model.resourcemethodinvoker.apply(resourcemethodinvoker.java:102)         at org.glassfish.jersey.server.serverruntime$2.run(serverruntime.java:326)         at org.glassfish.jersey.internal.errors$1.call(errors.java:271)         at org.glassfish.jersey.internal.errors$1.call(errors.java:267)         at org.glassfish.jersey.internal.errors.process(errors.java:315)         at org.glassfish.jersey.internal.errors.process(errors.java:297)         at org.glassfish.jersey.internal.errors.process(errors.java:267)         at org.glassfish.jersey.process.internal.requestscope.runinscope(requestscope.java:317)         at org.glassfish.jersey.server.serverruntime.process(serverruntime.java:305)         at org.glassfish.jersey.server.applicationhandler.handle(applicationhandler.java:1154)         at org.glassfish.jersey.servlet.webcomponent.serviceimpl(webcomponent.java:473)         at org.glassfish.jersey.servlet.webcomponent.service(webcomponent.java:427)         at org.glassfish.jersey.servlet.servletcontainer.service(servletcontainer.java:388)         at org.glassfish.jersey.servlet.servletcontainer.service(servletcontainer.java:341)         at org.glassfish.jersey.servlet.servletcontainer.service(servletcontainer.java:228)         at org.eclipse.jetty.servlet.servletholder.handle(servletholder.java:848)         at org.eclipse.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1772)         at org.eclipse.jetty.websocket.server.websocketupgradefilter.dofilter(websocketupgradefilter.java:205)         at org.eclipse.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1759)         at org.eclipse.jetty.servlet.servlethandler.dohandle(servlethandler.java:582)         at org.ops4j.pax.web.service.jetty.internal.         at org.eclipse.jetty.server.handler.scopedhandler.handle(scopedhandler.java:143)         at org.eclipse.jetty.security.securityhandler.handle(securityhandler.java:548)         at org.eclipse.jetty.server.session.sessionhandler.dohandle(sessionhandler.java:226)         at org.eclipse.jetty.server.handler.contexthandler.dohandle(contexthandler.java:1180)         at org.ops4j.pax.web.service.jetty.internal.         at org.eclipse.jetty.servlet.servlethandler.doscope(servlethandler.java:512)         at org.eclipse.jetty.server.session.sessionhandler.doscope(sessionhandler.java:185)         at org.eclipse.jetty.server.handler.contexthandler.doscope(contexthandler.java:1112)         at org.eclipse.jetty.server.handler.scopedhandler.handle(scopedhandler.java:141)         at org.ops4j.pax.web.service.jetty.internal.jettyserverhandlercollection.handle(jettyserverhandlercollection.java:80)         at org.eclipse.jetty.server.handler.handlerwrapper.handle(handlerwrapper.java:134)         at org.eclipse.jetty.server.server.handle(server.java:534)         at org.eclipse.jetty.server.         at org.eclipse.jetty.server.         at org.eclipse.jetty.io.abstractconnection$readcallback.succeeded(abstractconnection.java:283)         at org.eclipse.jetty.io.fillinterest.fillable(fillinterest.java:108)         at org.eclipse.jetty.io.ssl.sslconnection.onfillable(sslconnection.java:251)         at org.eclipse.jetty.io.abstractconnection$readcallback.succeeded(abstractconnection.java:283)         at org.eclipse.jetty.io.fillinterest.fillable(fillinterest.java:108)         at org.eclipse.jetty.io.selectchannelendpoint$2.run(selectchannelendpoint.java:93)         at org.eclipse.jetty.util.thread.strategy.executeproduceconsume.executeproduceconsume(executeproduceconsume.java:303)         at org.eclipse.jetty.util.thread.strategy.executeproduceconsume.produceconsume(executeproduceconsume.java:148)         at org.eclipse.jetty.util.thread.strategy.executeproduceconsume.run(executeproduceconsume.java:136)         at org.eclipse.jetty.util.thread.queuedthreadpool.runjob(queuedthreadpool.java:671)         at org.eclipse.jetty.util.thread.queuedthreadpool$2.run(queuedthreadpool.java:589)         at java.lang.thread.run(thread.java:748)   if i save the npc after defining the status values in the status values-tab  then i dont get the exception. . workaround and recovery
rmca-HY30915,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,   trouble summary error in rmca_karaf.log when opening product bucket . detailed trouble description ive created a product bucket with below threshold     when i open the pb i get following in rmca_karaf.log...  2020-03-06t16 40.240+0100 | error | p1741672725-6218 | .e.b.r.e.i.p.scenariofactoryimpl | ternal.proxy.scenariofactoryimpl  233 | 180 - com.ericsson.bss.rmca.entitymodificationimpl - 24.65.1 | unknown scenariotype: expiryoffset    [root@rmca1-it-ocs-01 rmca]# rpm -qai | grep rmca source rpm  : rmca-24.65.1-1.src.rpm   . workaround and recovery
