prNumber,Util,NLP,APM,Network,DB,Interpreter,Logging,Data.Structure,i18n,DevOps,Logic,Microservices,Test,Search,IO,UI,Parser,Security,App,corpus
4413,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix group hit counter when adding entries
4415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Searchable/Filterable preferences
4426,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fix ArrayIndexOutOfBoundsException on second pdf import
4428,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Fixed radiobuttons in preference menu (#4409)
4446,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,Set auto-update checkbox enable/disable when reading preferences
4470,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,3189 fix group renaming
4484,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,4467 - fix save button
4498,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Improve page checker
4498,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Improve page checker
4519,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,fixed 4365 put html in clipboard
4547,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Do not extract file ending from Urls
4549,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Fixes that renaming a group did not change the group name in the interface
4555,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,Automatically created groups with Field to group by as entrytype (#4539)
4565,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Add uncaught exception message
4587,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Add a variable to track the change in preview style
4601,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Convert DuplicateResolverDialog to javafx
4604,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Enable default cursor for new entry
4613,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix preview style configuration
4642,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,[#4591] Add Integrity check for books with edition reported as 1
4644,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fix for issue 4641: Remove usage of TempDirectory extension from junit-pioneer
4658,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix for #4628 - cant save new content selectors
4660,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,fixes #4610. Changed the way the GroupDialog description is displayed.
4696,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,Remove resolve duplicate keys dialog
4707,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Group and reorder the Main Menu (tabs & icons)
4707,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Group and reorder the Main Menu (tabs & icons)
4707,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Group and reorder the Main Menu (tabs & icons)
4707,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Group and reorder the Main Menu (tabs & icons)
4707,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Group and reorder the Main Menu (tabs & icons)
4707,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Group and reorder the Main Menu (tabs & icons)
4707,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Group and reorder the Main Menu (tabs & icons)
4707,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Group and reorder the Main Menu (tabs & icons)
4713,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Fix: bibkey generated does not handle diacritics
4720,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix #4703: Newline format couldnt be changed
4722,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Adding additional modifiers to be used in bibtex key generator
4727,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,[#4306] Disable renaming
4729,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,Saving changes and exiting application
4730,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Improve toolbar icons and their layout
4731,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,Fix default import format pattern
4738,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Adding support for input methods
4744,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Move library specific key pattern dialog call to library menu
4746,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,[WIP] Switch to the mariadb connector from the mysql one.
4759,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Feature: implement search filter in show preferences
4760,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Improve Remote messaging
4760,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Improve Remote messaging
4760,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Improve Remote messaging
4761,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Enable import button only if entry selected
4769,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix removing entries when source-code-field is out of focus
4779,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,Fix IllegalArgumentException when ranking entries
4791,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix NPE in Duplicate Resolver Dialog
4791,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix NPE in Duplicate Resolver Dialog
4792,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Relativizes paths to aux files
4794,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix closing of library not handling backup and autosave manager shutdown
4797,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,Fix right clicking on any entry and selecting "Open folder" results in the NullPointer exception
4807,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Item Count in a group updated correctly
4807,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Item Count in a group updated correctly
4815,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,Enhanced message log
4815,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,Enhanced message log
4818,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Put renaming of file entries in JavaFX thread for cleanup
4822,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,Convert AutoLinkFilesAction to JavaFX
4835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,All buttons in custom dialogs react on enter
4839,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Fix parser exception when loading tex-groups with non-existing file
4847,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,removed default constructor of FXDialogService
4848,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,Fix custom name formatters
4860,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Remove deprecated awt apple extension
4876,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,Fix saving of Strings
4892,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,Fixed Closing of the Shared Database Login Dialog if the user enters wrong authentication details - #4857
4896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Store column widths as integer
4918,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Fixes throwing an exception when id field is present in bib file
4931,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Improve author parsing
4935,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Throw BibEntryNotFound exception in case entry is no longer present
4943,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,Fix threading issue with opening from recent libraries
4950,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,fixes remaining issues in #4844
4964,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Remove UI ThreadList for maintable as it prevents sorting in maintable
4965,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,Fix downloading pdf produces html as extension
4970,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,Bump Jsoup to 1.12.1 and switch Jsoups StringUtil for JabRefs StringUtil
4979,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1,Fix command line help text
4980,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,Resize different fonts changing entry type
4981,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Duplicate check on import should be run in background Task #4963
4993,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,Fix icon size - the second
4996,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix the Attach file dialog for starting on the users main directory
4999,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,fix IEE fetcher
5011,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,[WIP] LaTeX Integration project
5014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Adding DOI to test entry - fixes #5013
5024,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Select push app in preferences
5024,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Select push app in preferences
5024,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Select push app in preferences
5024,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Select push app in preferences
5025,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,Add warning for empty BibTeX keys in entry editor
5033,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Convert PreferenceDialog to MVVM
5042,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Convert merge shared entries to javafx
5048,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Preserve encoding while copy and pasting in maintable
5056,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix order of other fields
5058,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix automaticalls set file links task not runinng
5068,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,Add copy linked files action to contextmneu in general tab
5086,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Bugfix/5045 : Modified the existing logic to comply crossref resolution with biblatex specification
5101,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Fixes RIS data field
5121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Add option to allow for integers in field "edition" when running database in bibtex mode
5123,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Add search for citations in LaTeX files (back-end and GUI)
5142,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fix substring exception in find unlinked files
5150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fix for issue 4629
5190,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,Border for group color indicator and some space for tooltip
5191,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,Fix issue 5152  tooltip and icon added to group cell
5195,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,Add citation commands to TexParser
5196,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,Implement ottobib fetcher
5197,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,Fix issue with missing year value in year column
5201,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix exception when adding new entry
5210,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix Double Paste on Different OS
5210,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix Double Paste on Different OS
5210,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix Double Paste on Different OS
5224,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix exception when adding field formatter in Cleanup entries dialog
5230,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,Treat unknown fields as multi-line fields
5259,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Avoid erroneous MaterialDesignIconFactory
5265,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Conversion of Preferences / XMP and NameFormatters to mvvm
5266,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Issue #5223
5266,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Issue #5223
5276,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,Add shorten DOI field formatter
5280,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,Revert "[WIP] Get JabRef running in eclipse"
5282,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fix/field inheritance
5289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Wrapper classes for UI Lists etc that ensure updates on JavaFX thread
5289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Wrapper classes for UI Lists etc that ensure updates on JavaFX thread
5289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Wrapper classes for UI Lists etc that ensure updates on JavaFX thread
5325,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Use binding to update global state manager
5325,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Use binding to update global state manager
5326,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,Fix problem with search and switching between libraries
5328,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Improve group coloring and item count
5328,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Improve group coloring and item count
5328,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Improve group coloring and item count
5338,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix NPE when opening a non existing file from the recent files menu
5340,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix various copy to clipboard issues
5347,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix display bug for keyword groups with empty keywords
5351,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix exception when closing JabRef
5352,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Bring back the context menu
5352,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Bring back the context menu
5354,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Fix group color when scrolling
5355,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix default group color
5356,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,Show more than one group color bar
5382,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix for #5369 - fallback to 0 in case stored preview cycle pos does no longer exist
5385,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Reenable prevcycle
5392,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fix 5359: Writing of Editor field is duplicated
5395,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Fix exception when merging entries
5421,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,Add change listener to main table to scroll to imported entry
5432,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix cursor jump
5448,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix nullpointer on import
5451,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,Add option to display entry preview as tab in entry editor
5451,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,Add option to display entry preview as tab in entry editor
5454,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix highlight issues for lists
5454,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix highlight issues for lists
5471,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Mark OOSTyle as invalid if no defaultStyle
5472,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix highlight problem in entry preview
5481,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix for issue 5463
5482,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Add X11 Primary Selection clipboard support
5483,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix not on fx thread error for custom entry types
5495,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Fix deprecated CrossRef Rest API Parameter
5497,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,Try to fix dark theme path
5501,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,New ADS Fetcher
5513,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Making importing a single file easier (Issue #5508)
5519,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,Fix XMP null error
5521,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fix text colour in Merge dialogue
5525,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,Remove empty customization warning
5533,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix a bug that threw a NPE when using middle mouse click on Windows
5539,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,Improve performance
5554,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Make entry editor DND behave as specified in settings
5556,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Select newly added jstyle in table to prevent exception
5558,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Fix #5551 - Dont remove unwanted characters before first author is s…
5560,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix 5555 status popups
5614,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Add option to parse new references from plain text using GROBID service [solving #4826]
5629,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix #5615 side pane not remembering position
5646,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Dark Theme Visibility Fixes
5665,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Improve change scanner
5666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Auto file finder follows symbolic links
5667,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Rename "lookup fulltext" to "download fulltext"
5667,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Rename "lookup fulltext" to "download fulltext"
5670,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,Improve column preference migration
5671,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fix copy drag and drop action
5680,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Add throttle to AutosaveUIManager
5694,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Bump checkstyle from 8.26 to 8.27
5717,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix import into currently open library
5724,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Fix multiple entries allowed in crossref (issue #5284)
5730,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Persistent column sortorder
5730,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Persistent column sortorder
5730,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Persistent column sortorder
5730,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Persistent column sortorder
5731,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Fix #2868 - keep source groups selected after drag and drop
5738,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Bugfix for Multiscreen
5781,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,Fix GUI tests
5786,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fix "&" on previews
5799,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,Reimplement custom entry types dialog
5823,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,Fix for multiple error messages in messed up source editor
5826,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,Conversion of group dialog to mvvm-pattern
5841,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix missing file extension for downloaded files.
5855,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix opening pdf with okular in linux (#5253)
5868,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix #5862.
5879,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Fixes making paths of linked files relative (web urls will not be touched anymore)
5903,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix properly resolves OrFields of required fields
5903,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Fix properly resolves OrFields of required fields
5917,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Added update method to typePropertyListeners
5923,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Disable search when no library is opened
5923,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,Disable search when no library is opened
5925,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Fix maintable not updated when changing entry type
5938,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fix not escaping special characters in search pattern
5940,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,Fix #5939 by creating a mutable list in OpenDatabaseAction
5945,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Try to fix linux pdf opening again
5945,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Try to fix linux pdf opening again
5955,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,Added MenuButtons to IntegrityCheckDialog
5969,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,Refactored subtile changes to optics of library properties
5983,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,Fixed loosing group if the most bottom one in list is dragged on itself
6018,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,Add ShortScience integration
6031,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Translation for SpecialField names in preferences
6054,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Fix warning display issue for entering a title made of two words
6110,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Groups: Searching for keywords field mandatory value not checked
6110,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,Groups: Searching for keywords field mandatory value not checked
6121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Icons from Material design icons not recognized
6121,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Icons from Material design icons not recognized
6130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Small improvements in preferences dialog
6130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Small improvements in preferences dialog
6143,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,Add APS Fetcher (refactored)
6143,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,Add APS Fetcher (refactored)
6143,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,Add APS Fetcher (refactored)
6151,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,ActionHelper to test for present file
6152,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Allow reordering of custom entry types fields
6152,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Allow reordering of custom entry types fields
6174,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,Fix overwritting downloaded files with same name
6179,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Truncates the link and/or the link description in the column "linked files" in main table  if too long
6184,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Include "Append" functionality in the "Import Entries Dialog"
6203,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Add tooltips for all entry types for #6074
6203,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,Add tooltips for all entry types for #6074
6232,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,Allow basic markup syntax custom previews
6233,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,Add disable/enable calculation of items in group
6240,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Add simple Unit Tests for #6207
6242,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix storing of custom jstyles
6248,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,Number of items found in ImportEntriesDialog
6258,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Fix inspire fetcher
6264,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Showing correct icon on main table linked files column
6269,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,Fix import into current library issuing wrong message
6272,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,RIS import takes the wrong date and duplicates abstract
6287,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,UI consistency - BibTexStringEditorDialog rework
6289,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,Fix XmpExporterTest
6290,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Fix selecting custom export for copy to clipboard with uppercase file ext
6315,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,Make wrap fields also visible in entry editor
6345,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,Fix Export to clipboard Dialog icon
6368,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix various Dark theme issues
6368,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,Fix various Dark theme issues
6371,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Disable the generate button if the ID field is empty
