Util,NLP,APM,Network,DB,Interpreter,Error.Handling,Logging,Lang,Data.Structure,DevOps,i18n,Setup,Logic,Microservices,Test,Search,IO,UI,Parser,Security,Big.Data,Event.Handling,App,Multimedia,corpus
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,   _ ?_this pr fixes the file io exception that the file is in use by another processthis behavior is noticed when toggling the enable button on any of the pages     5955 #6480*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_the general settingsjson file on being accessed by settings was throwing a file in use ioexception because it was being used by another process the way settings and runner worked before this pr is as follows: the settings on start-up checks if the general settingsjson file exists and reads from it if not it creates a new one the runner on the other hand during start-up does not save to the file (`apply_general_settings` is passed with a false save argument) there is no contention during this parthowever the issue occurs when settings tries to open the general settingsjson file everytime it needs information in any viewmodel or converter when any change is made in the settings that information is communicated to the runner and it is the runners responsibility to write to the settingsjson file however since we have one process continuously trying to read from a file and the other writing to the same file there is contentionto fix this issue the following changes have been made -* rather than adding a retry-block everywhere the settings is being accessed the need to open the file each time has been removed by making the generalviewmodels `generalsettingsconfig` a public static variable* the shell page of settings (which is the base page) loads the general page on start-up```public shellpage()        {            initializecomponent()            datacontext  viewmodel            shellhandler  this            viewmodelinitialize(shellframe navigationview keyboardaccelerators)            shellframenavigate(typeof(generalpage))        }```* therefore the general page is the first one to be loaded on start-up and the generalsettingsconfig variable is set in its constructor the generalviewmodel tries to open the settingsjson file and loads the information from it if it exists if not it creates a new settingsjson file hence this variable is always initialized when settings is running this is also the only time the settingsjson file is accessed by the settings process (and as mentioned above on start-up runner does not write to the file so there is no contention) from now on any changes are directly accessed by using the `generalsettingsconfig` in the settings process and passed to the runner which is now the only process accessing that file might possibly be related to #6527 as well (even this is a ioexception in the settings hotkeycontrol)   _ ?_* all tests pass (the format had to be changed for initializing generalsettings based on the code changes)* manually validated in release as well as in debug mode that the crash no longer occurs* also validated that the converters work as expected by changing the theme (https://user-images entcom/28739210/93115579-e5c6c300-f670-11ea-85e1-c37e30464a09png)    _?_  this pr fixes the file io exception that the file is in use by another process. this behavior is noticed when toggling the enable button on any of the pages.    5955  #6480 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __  the general settings.json file on being accessed by settings was throwing a file in use ioexception because it was being used by another process.   the way settings and runner worked before this pr is as follows: the settings on start-up checks if the general settings.json file exists and reads from it  if not it creates a new one. the runner on the other hand during start-up does not save to the file ( apply_general_settings  is passed with a false save argument). there is no contention during this part.  however  the issue occurs when settings tries to open the general settings.json file everytime it needs information in any viewmodel or converter. when any change is made in the settings  that information is communicated to the runner and it is the runner s responsibility to write to the settings.json file. however  since we have one process continuously trying to read from a file and the other writing to the same file  there is contention.  to fix this issue  the following changes have been made - * rather than adding a retry-block everywhere the settings is being accessed  the need to open the file each time has been removed by making the generalviewmodel s  generalsettingsconfig  a public static variable. * the shell page of settings (which is the base page) loads the general page on start-up.     public shellpage()         {             initializecomponent()               datacontext = viewmodel              shellhandler = this              viewmodel.initialize(shellframe  navigationview  keyboardaccelerators)              shellframe.navigate(typeof(generalpage))          }     * therefore  the general page is the first one to be loaded on start-up and the generalsettingsconfig variable is set in it s constructor. the generalviewmodel tries to open the settings.json file and loads the information from it if it exists  if not it creates a new settings.json file. hence  this variable is always initialized when settings is running. this is also the only time the settings.json file is accessed by the settings process (and as mentioned above on start-up runner does not write to the file so there is no contention). from now on any changes are directly accessed by using the  generalsettingsconfig  in the settings process and passed to the runner which is now the only process accessing that file.   might possibly be related to #6527 as well (even this is a ioexception in the settings hotkeycontrol).     _?_  * all tests pass (the format had to be changed for initializing generalsettings based on the code changes). * manually validated in release as well as in debug mode that the crash no longer occurs. * also validated that the converters work as expected by changing the theme. (https://user-images.ent.com/28739210/93115579-e5c6c300-f670-11ea-85e1-c37e30464a09.png)
1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,  1 effect ot [rmca] 2008 : exception recieved when creating rule npc 2 description tr is written on: rmca                  24.64.2         true rmca                  24.64.2  ep02a  true rmca-cus-ui           2.6.2           true rmca-cus-ui           2.6.5           true  i start by creating a rule npc   i define a couple of status values:   then when i press the status reporting-tab i get the following exception in rmca:  2020-02-25t13 56.581+0100 | error | qtp193167695-239 | c.e.b.r.r.b.restexceptionhandler | ceimpl.base.restexceptionhandler  154 | 213 - com.ericsson.bss.rmca.restserviceimpl.base - 24.64.5 | an unexpected exception occurred while processing the request java.lang.nullpointerexception: null         at com.ericsson.bss.rmca.restserviceimpl.restinternal.helpers.abstractruleconverter.renamenestedparentconditions(abstractruleconverter.java:42)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.helpers.networkpolicycounter.networkpolicycounterruleconverter.convertfromrest(networkpolicycounterruleconverter.java:177)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageentities.pages.networkpolicycounter.networkpolicycounterpageconverter.addruleandtabletopage(networkpolicycounterpageconverter.java:897)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageentities.pages.networkpolicycounter.networkpolicycounterpageconverter.converttopage(networkpolicycounterpageconverter.java:186)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageentities.pages.networkpolicycounter.networkpolicycounterpageconverter.converttopage(networkpolicycounterpageconverter.java:139)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageentities.pages.networkpolicycounter.networkpolicycounterpageconverter.converttopage(networkpolicycounterpageconverter.java:99)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageservice.fillpagequeryimpl.fillpageforentity(fillpagequeryimpl.java:176)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageservice.fillpagequeryimpl.execute(fillpagequeryimpl.java:129)         at com.ericsson.bss.rmca.restserviceimpl.restinternal.pageservice.restpageimpl.createpage(restpageimpl.java:233)         at sun.reflect.generatedmethodaccessor172.invoke(unknown source)         at sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:43)         at java.lang.reflect.method.invoke(method.java:498)         at org.glassfish.jersey.server.model.internal.resourcemethodinvocationhandlerfactory$1.invoke(resourcemethodinvocationhandlerfactory.java:81)         at org.glassfish.jersey.server.model.internal.abstractjavaresourcemethoddispatcher$1.run(abstractjavaresourcemethoddispatcher.java:144)         at org.glassfish.jersey.server.model.internal.abstractjavaresourcemethoddispatcher.invoke(abstractjavaresourcemethoddispatcher.java:161)         at org.glassfish.jersey.server.model.internal.javaresourcemethoddispatcherprovider$responseoutinvoker.dodispatch(javaresourcemethoddispatcherprovider.java:160)         at org.glassfish.jersey.server.model.internal.abstractjavaresourcemethoddispatcher.dispatch(abstractjavaresourcemethoddispatcher.java:99)         at org.glassfish.jersey.server.model.resourcemethodinvoker.invoke(resourcemethodinvoker.java:389)         at org.glassfish.jersey.server.model.resourcemethodinvoker.apply(resourcemethodinvoker.java:347)         at org.glassfish.jersey.server.model.resourcemethodinvoker.apply(resourcemethodinvoker.java:102)         at org.glassfish.jersey.server.serverruntime$2.run(serverruntime.java:326)         at org.glassfish.jersey.internal.errors$1.call(errors.java:271)         at org.glassfish.jersey.internal.errors$1.call(errors.java:267)         at org.glassfish.jersey.internal.errors.process(errors.java:315)         at org.glassfish.jersey.internal.errors.process(errors.java:297)         at org.glassfish.jersey.internal.errors.process(errors.java:267)         at org.glassfish.jersey.process.internal.requestscope.runinscope(requestscope.java:317)         at org.glassfish.jersey.server.serverruntime.process(serverruntime.java:305)         at org.glassfish.jersey.server.applicationhandler.handle(applicationhandler.java:1154)         at org.glassfish.jersey.servlet.webcomponent.serviceimpl(webcomponent.java:473)         at org.glassfish.jersey.servlet.webcomponent.service(webcomponent.java:427)         at org.glassfish.jersey.servlet.servletcontainer.service(servletcontainer.java:388)         at org.glassfish.jersey.servlet.servletcontainer.service(servletcontainer.java:341)         at org.glassfish.jersey.servlet.servletcontainer.service(servletcontainer.java:228)         at org.eclipse.jetty.servlet.servletholder.handle(servletholder.java:848)         at org.eclipse.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1772)         at org.eclipse.jetty.websocket.server.websocketupgradefilter.dofilter(websocketupgradefilter.java:205)         at org.eclipse.jetty.servlet.servlethandler$cachedchain.dofilter(servlethandler.java:1759)         at org.eclipse.jetty.servlet.servlethandler.dohandle(servlethandler.java:582)         at org.ops4j.pax.web.service.jetty.internal.         at org.eclipse.jetty.server.handler.scopedhandler.handle(scopedhandler.java:143)         at org.eclipse.jetty.security.securityhandler.handle(securityhandler.java:548)         at org.eclipse.jetty.server.session.sessionhandler.dohandle(sessionhandler.java:226)         at org.eclipse.jetty.server.handler.contexthandler.dohandle(contexthandler.java:1180)         at org.ops4j.pax.web.service.jetty.internal.         at org.eclipse.jetty.servlet.servlethandler.doscope(servlethandler.java:512)         at org.eclipse.jetty.server.session.sessionhandler.doscope(sessionhandler.java:185)         at org.eclipse.jetty.server.handler.contexthandler.doscope(contexthandler.java:1112)         at org.eclipse.jetty.server.handler.scopedhandler.handle(scopedhandler.java:141)         at org.ops4j.pax.web.service.jetty.internal.jettyserverhandlercollection.handle(jettyserverhandlercollection.java:80)         at org.eclipse.jetty.server.handler.handlerwrapper.handle(handlerwrapper.java:134)         at org.eclipse.jetty.server.server.handle(server.java:534)         at org.eclipse.jetty.server.         at org.eclipse.jetty.server.         at org.eclipse.jetty.io.abstractconnection$readcallback.succeeded(abstractconnection.java:283)         at org.eclipse.jetty.io.fillinterest.fillable(fillinterest.java:108)         at org.eclipse.jetty.io.ssl.sslconnection.onfillable(sslconnection.java:251)         at org.eclipse.jetty.io.abstractconnection$readcallback.succeeded(abstractconnection.java:283)         at org.eclipse.jetty.io.fillinterest.fillable(fillinterest.java:108)         at org.eclipse.jetty.io.selectchannelendpoint$2.run(selectchannelendpoint.java:93)         at org.eclipse.jetty.util.thread.strategy.executeproduceconsume.executeproduceconsume(executeproduceconsume.java:303)         at org.eclipse.jetty.util.thread.strategy.executeproduceconsume.produceconsume(executeproduceconsume.java:148)         at org.eclipse.jetty.util.thread.strategy.executeproduceconsume.run(executeproduceconsume.java:136)         at org.eclipse.jetty.util.thread.queuedthreadpool.runjob(queuedthreadpool.java:671)         at org.eclipse.jetty.util.thread.queuedthreadpool$2.run(queuedthreadpool.java:589)         at java.lang.thread.run(thread.java:748)   if i save the npc after defining the status values in the status values-tab  then i dont get the exception. . workaround and recovery
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,   in master and 0250 pt run log file is not created     7834*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #7834  info on pull requestpt run log file is not created   after pt run startup the log file is created in `c:\users\david\appdata\local\microsoft\powertoys\powertoys run\logs`    in master and 0.25.0 pt run log file is not created.    7834 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #7834   info on pull request  pt run log file is not created.     after pt run startup the log file is created in  c:\users\david\appdata\local\microsoft\powertoys\powertoys run\logs .
1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,  1 effect rmca ui not possible to set external id for general logic spec   2 description in the logical resource configuration creating a general logical spec it is not possible to set a external id    . workaround and recovery
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,      so far if query results were produced only by delayed executed plugins (search plugin is the only delayed plugin atm) none of the results were auto-selected with this change in this case first result in the list is selectedtested with custom build and confirmed by the user that reported the issue check the discussion there  :    :   - create new folder on desktop - open pt run - type new folder - confirm that all of the results are produced by search plugin (path starts with search:) - observe that first result is hovered and hitting enter opens the new folder in explorer   -     ** #14093-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (       so far  if query results were produced only by delayed executed plugins (search plugin is the only delayed plugin atm)  none of the results were auto-selected. with this change  in this case  first result in the list is selected.  tested with custom build and confirmed by the user that reported the issue. check the discussion there.  :   :   - create new folder on desktop  - open pt run  - type new folder  - confirm that all of the results are produced by search plugin (path starts with search:)  - observe that first result is hovered and hitting enter opens the new folder in explorer     -  ** #14093 -  **** i ve discussed this with core contributors in the issue.  -  ****  -  ****  -  ****  -  ****  -  ****     -      -  (     -  (     a cla must be signed. if not  go over [here]( .
1,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,1,1,0,4735 catch file not found exception and handle non existing aux files gracefully        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) 4735.  catch file not found exception and handle non existing aux files gracefully.           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,   dependency inject settingsutils and systemioprovider to abstract disk access and remove the need to write / read from disk during unit tests      6096 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_1 introduces systemioprovider and iioprovider interface to wrap methods that hit the disk 2 dependency inject the concrete implementation of systemioprovider and settingsutils into the viewmodels so that unit tests can provide stub and mock implementations 3 removes setup and cleanup methods from unit tests that write to disk4 removed enabledbydefault test for colour picker and added a new test that validates all modules are enabled by default    _ ?_1  runs all unit tests 2 opens settings for each module  21 verifies that settings update and save  22 verifies that modules are able to load modified settings    dependency inject settingsutils and systemioprovider to abstract disk access  and remove the need to write / read from disk during unit tests.     6096  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __ 1. introduces systemioprovider and iioprovider interface to wrap methods that hit the disk.  2. dependency inject the concrete implementation of systemioprovider and settingsutils into the viewmodels  so that unit tests can provide stub and mock implementations.  3. removes setup and cleanup methods from unit tests that write to disk. 4. removed  enabledbydefault  test for colour picker and added a new test that validates all modules are enabled by default.      _?_ 1.  runs all unit tests.  2. opens settings for each module    2.1 verifies that settings update and save.   2.2 verifies that modules are able to load modified settings.
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,   - added a fancyzones xaml page- added a imageresizer xaml page- replaced various toggleswitches with checkboxes based on industry standard ux guidelines ( added sidepanel with module info and contributors list to all separate pages including visual state management (and removed the   one from shellpage)![settingsv3]( other than the issue solved is this relevant to any other issues/existing prs? -->  #889      889*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #1373   - added a fancyzones xaml page. - added a imageresizer xaml page. - replaced various toggleswitches with checkboxes based on industry standard ux guidelines ( - added sidepanel with module info and contributors list to all separate pages including visual state management. (and removed the  one from shellpage)  ![settingsv3](     #889     889 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #1373
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,   _ ?_as per the arguments of the [`directorydelete` method]( the `recursive` bool argument has been set to `true` so that the directory can be deleted even if it is not empty     6811 *      (  *   tests passed   _ ?_- make a corrupted pt run settings file so that a jsonexception occurs while pt run reads it- pt run should not crash when it tries to delete the settings and replace it    _?_ as per the arguments of the [ directory.delete  method]( the  recursive  bool argument has been set to  true  so that the directory can be deleted even if it is not empty.    6811  . if not  go over [here](  *  tests passed     _?_ - make a corrupted pt run settings file so that a jsonexception occurs while pt run reads it. - pt run should not crash when it tries to delete the settings and replace it.
1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,this should 1592-  change in changelogmd described this should 1592. -  
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,remove display arrayadd migration4724        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) remove display array add migration 4724            ( (         ----  -   -   -  -   () -  ( -   ( []()?)
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,    tests for editing template layouts in editor      846    tests for editing template layouts in editor     846
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,5045        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) 5045           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,fix for #2980    -->-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? fix for #2980       -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,fix for #2980    -->-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? fix for #2980       -->  -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,     - new files fancyzonesdatatypes[h|cpp] are introduced containing all structures used for handling fanyzones data - new files fancyzonesdata[h|cpp] are introduced containing actual fancyzones data (appzonehistorymap customzonesetsmap etc) and all functions that operates on that data - only json parsing/serializing functions and structures used for that are left in jsonhelpers[h|cpp]         3779 #3780 *      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #      - new files fancyzonesdatatypes.[h|cpp] are introduced containing all structures used for handling fanyzones data  - new files fancyzonesdata.[h|cpp] are introduced containing actual fancyzones data (appzonehistorymap  customzonesetsmap  etc..) and all functions that operates on that data  - only json parsing/serializing functions and structures used for that are left in jsonhelpers.[h|cpp]         3779 #3780  . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,… view      as soon as the picked color changes narrator announces it  :    :     -     ** #12113-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (   … view      as soon as the picked color changes  narrator announces it. :   :      -  ** #12113 -  **** i ve discussed this with core contributors in the issue.  -  ****  -  ****  -  ****  -  ****  -  ****     -      -  (     -  (     a cla must be signed. if not  go over [here]( .
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,   more braces and whitespace style errors still to do are var naming mostly     5295*      (  *    *    *     if not checked im ready to accept this work might be rejected in favor of a different grand plan  : #    ?_   _ ?_    more braces and whitespace style errors  still to do are var naming mostly.    5295 . if not  go over [here](    . if not checked  i m ready to accept this work might be rejected in favor of a different grand plan. : #   info on pull request  __     _?_
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,      this adds support for the euler number to the calculator what is included in the pr:    :  - type equations that contain e in the launcher e g `2*e` `e^5` `log(e)`   -     ** #9123-   ** **   -   ** **  -   ** **  -   ** **  -   ** **  -   ** **     -       -    (     -    (      (       this adds support for the euler number to the calculator. what is included in the pr:   :  - type equations that contain e in the launcher  e. g.  2*e    e^5    log(e)     -  ** #9123 -  **** i ve discussed this with core contributors in the issue.  -  ****  -  ****  -  ****  -  ****  -  ****     -      -  (     -  (     a cla must be signed. if not  go over [here]( .
0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,issue #3189 issue #3189
1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,   trouble summary validationexception 3400 occurs after unpublishing an paa and pressing save after changing description. . detailed trouble description 1. create a new ars of type product area  add parent bra and add contractspec prepaid that is enriched by a pplc. 2. save and publish. 3. unpublish. 4. change description or name and press save -> validationexception 3400 occurs.  this seems to be due to that the previous aris version is not locked.
1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,fixes: #2208when you delete an entry the focus will no longer jump to the searchbar instead it will select the next entry (also counts for pasting) fixes: #2208  when you delete an entry the focus will no longer jump to the searchbar  instead it will select the next entry (also counts for pasting).
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,   trouble summary nullpointerexception during rule creation due to excessive doesdataexistcondition(s) being created . detailed trouble description when configuring a life cycle resumption rule with either the reasoncodeforhalt  reasoncodeforresumption or statebeforehalt conditions additional datadoesexistcondition(s) are being generated which cause the vre validation to throw an exception since it cannot find the supposed datadefinition. these datadoescondition(s) are not generated on this level of the rule for other services such as recurrence which utilizes the same conditions. . workaround and recovery
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,   this pr enables the vertical scrollbar with styling that tries to mimic the uwp scrollbar - including theme support for light dark and high contrast ![runscrollbar]( pr replaces #4165 known issues: the uwp scrollbar in minimized mode has a cornerradius of 2 that transforms into 0 i dont think its really a big deal and would require additional animation logic that i think we want to avoid the template overrides are based on the official wpf documentation: https://docsmicrosoftcom/en-us/dotnet/framework/wpf/controls/scrollbar-styles-and-templates   this pr enables the vertical scrollbar with styling that tries to mimic the uwp scrollbar - including theme support for light  dark and high contrast.   ![runscrollbar](   this pr replaces #4165.  known issues: the uwp scrollbar in  minimized  mode has a cornerradius of 2 that transforms into 0. i don t think it s really a big deal  and would require additional animation logic that i think we want to avoid.   the template overrides are based on the official wpf documentation: https://docs.microsoft.com/en-us/dotnet/framework/wpf/controls/scrollbar-styles-and-templates
1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary group of related issues for characteristic enrichment. . detailed trouble description - order of the nodes in the tree for user chracteristic enrichments is wrong - po tab user defined char enrich: external id restoring to original when working with multiple nodes - po tab / characteristics enrichment / should not show characteristic set specifications at all. all common and local characteristics should be part of the same flat list when applying to the same entity - relation being created wrong in a specific versioning scenario for characteristic possible values: if in version 1 i dont use/unmark the range and in version 2 (i mark the range again) or (i try to create a new single value when the range is not marked) the relation is created pointing to a wrong value.   . workaround and recovery
1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,   trouble summary when adding a new condition before a previously added condition in npc rule  the new and the old condition values in the value builder table will have the same condition id which is used to map the condition to the condition value. this will then cause some unexpected behavior: - the new condition will have prefilled all the values the old condition had (those values that exist on both counters  the fields that contained values that do not exist on the new conditions counter will be empty). - changing a value in the new conditions condition fields will also affect the condition fields of the old condition when saving the entity. - changes in the values in the old conditions condition fields will not be kept when saving the entity.   . detailed trouble description steps to reproduce: 1. create a rule npc. 2. create a rule and add a condition. 3. exit the rule. 4. put a value in the value table for the condition. 5. edit the rule again. 6. add a second condition (either the same or a different one) before/above the existing condition. 7. exit the rule. 8. if the value you chose for the condition exists on both the old and the new condition  the value will now appear in the new conditions value table column. if you edit the new conditions value table column  when clicking save  the change will also appear in the old conditions value table column.   . workaround and recovery saving the entity will reset and fix the ids of the conditions and condition values.
1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,   trouble summary it is not possible to create css condition for two pbs with the same css characteristic . detailed trouble description in order to reproduce fault  create the following configuration: - create css for product bucket with some characteristic inside - create two different product bucket specs (for example account)  add characteristic from css from previous step - create a refill bs with pb characteristic condition - create a po with above refill strategy and both product buckets  it is impossible to configure above css condition to make it compare characteristic value from one bucket with characteristic value from the other bucket. please contact muthappan eswaran if this description is unclear. . workaround and recovery it is possible to create a duplicate of css and use that one on one of those buckets instead  but it could lead to many new unnecessary entities in the system.
1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,3966 apparently when in vpn network of university ieee fulltext fetcher needs cookie support enabled        ( (      because github does not support autolinking there -->-----  change in changelogmd described-  -  manually tested changed features in running jabref-   ()-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?) 3966   apparently when in vpn network of university ieee fulltext fetcher needs cookie support enabled           ( (         ----  -   -   -  -   () -  ( -   ( []()?)
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,        ( (      because github does not support autolinking there -->fixes 4288]created a formatter to auto trim all kinds of whitespace defined by java-----  change in changelogmd described-  -  manually tested changed features in running jabref-   () _no need_-  (   ( [helpjabreforg](https://githubcom/jabref/helpjabreforg/issues)?)          ( (       fixes 4288] created a formatter to auto trim all kinds of whitespace defined by java ----  -   -   -  -   () _no need_ -  ( -   ( []()?)
1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2177 nullpointerexception caused by clearing bibtexkey field in entry editor-  change in changelogmd described-  -   ()-  manually tested changed features in running jabref-   ( [helpjabreforg](  if you changed the localization: did you run `gradle ate`? 2177. nullpointerexception caused by clearing bibtexkey field in entry editor. -   -   -   () -  -   ( []( -  if you changed the localization: did you run  gradle ate ?
